# weight_tdf   delta%_tdf   delta%_esp    RRMS_tdf    RRMS_esp 
 0.0000 109.1525063857748705   0.0000000000000000   0.7472856085327082   0.4357917417370971
 0.0100 109.1359990454203341   0.0000011838211068   0.7472266290918435   0.4357917468960917
 0.0200 109.0851502112094522   0.0000197122211650   0.7470449501692569   0.4357918276413291
 0.0300 108.9979228585474118   0.0001038459895586   0.7467332936347923   0.4357921942893437
 0.0400 108.8722205500879880   0.0003414951242371   0.7462841690811626   0.4357932299446470
 0.0500 108.7058919654512863   0.0008673708424429   0.7456898900082770   0.4357955216675987
 0.0600 108.4967364565297316   0.0018708528123069   0.7449425936719180   0.4357998947591532
 0.0700 108.2425107260844612   0.0036045795835048   0.7440342649458445   0.4358074501972464
 0.0800 107.9409367265523230   0.0063937558146250   0.7429567645436148   0.4358196051969241
 0.0900 107.5897108758619112   0.0106461514838683   0.7417018619459788   0.4358381367860766
 0.1000 107.1865146832882800   0.0168627461099578   0.7402612733662286   0.4358652281920744
 0.1100 106.7290268730131118   0.0256489440666727   0.7386267050667352   0.4359035177171824
 0.1200 106.2149370846238128   0.0377262555720079   0.7367899023097635   0.4359561496433466
 0.1300 105.6419612179441998   0.0539443013333866   0.7347427041833567   0.4360268265474458
 0.1400 105.0078584744259018   0.0752929571187315   0.7324771044889007   0.4361198622263302
 0.1500 104.3104501279366900   0.1029144081617444   0.7299853188076872   0.4362402342289236
 0.1600 103.5476400340448038   0.1381148325372233   0.7272598577789894   0.4363936347714084
 0.1700 102.7174368585333895   0.1823753785901390   0.7242936065208117   0.4365865185759547
 0.1800 101.8179779728591399   0.2373620456108377   0.7210799100065014   0.4368261459298874
 0.1900 100.8475549254176542   0.3049340210610881   0.7176126640715954   0.4371206190186282
 0.2000  99.8046403552079653   0.3871499750264210   0.7138864115742465   0.4374789093563995
 0.2100  98.6879161654321422   0.4862717657713267   0.7098964430572994   0.4379108739347277
 0.2200  97.4963027228617420   0.6047649746192548   0.7056389010753519   0.4384272575534063
 0.2300  96.2289887923773506   0.7452956677167598   0.7011108871485323   0.4390396787085311
 0.2400  94.8854618565678010   0.9107227827090034   0.6963105700920650   0.4397605964142612
 0.2500  93.4655384092785937   1.1040855654629613   0.6912372942527584   0.4406032554530960
 0.2600  91.9693937506636416   1.3285855412270060   0.6858916859644033   0.4415816078076775
 0.2700  90.3975907503279785   1.5875626013717385   0.6802757563162408   0.4427102084487818
 0.2800  88.7511069883638157   1.8844649244987399   0.6743929981257690   0.4440040842539948
 0.2900  87.0313596318227525   2.2228126315961645   0.6682484748204404   0.4454785756198822
 0.3000  85.2402273609799863   2.6061552970660746   0.6618488987784946   0.4471491512985550
 0.3100  83.3800686252463237   3.0380236977063011   0.6552026965559106   0.4490311981237172
 0.3200  81.4537354902149247   3.5218764699935678   0.6483200583608247   0.4511397885475111
 0.3300  79.4645823321765903   4.0610426509651640   0.6412129691183573   0.4534894302384246
 0.3400  77.4164686533191997   4.6586613815509343   0.6338952185291002   0.4560938033133914
 0.3500  75.3137553271334639   5.3176203344968673   0.6263823876542444   0.4589654920117671
 0.3600  73.1612936457851504   6.0404946692386980   0.6186918097826941   0.4621157186657089
 0.3700  70.9644066284121635   6.8294884924992045   0.6108425036470693   0.4655540885902940
 0.3800  68.7288621645008817   7.6863808958150566   0.6028550774670811   0.4692883549195170
 0.3900  66.4608377101277767   8.6124786357606258   0.5947516028119548   0.4733242123906137
 0.4000  64.1668764251721484   9.6085774110253155   0.5865554578821079   0.4776651285927616
 0.4100  61.8538348379403544  10.6749334733843249   0.5782911405189308   0.4823122202500351
 0.4200  59.5288223439726778  11.8112469961515707   0.5699840520387377   0.4872641807424966
 0.4300  57.1991330871372909  13.0166582316033832   0.5616602538492231   0.4925172633605667
 0.4400  54.8721710252656578  14.2897570424664337   0.5533461997148160   0.4980653228424611
 0.4500  52.5553692440867692  15.6286059202634711   0.5450684474716534   0.5038999156862404
 0.4600  50.2561048411377129  17.0307761363654819   0.5368533549144253   0.5100104576931102
 0.4700  47.9816109466273772  18.4933962375472163   0.5287267654537757   0.5163844353070469
 0.4800  45.7388876674344473  20.0132117225870623   0.5207136899261465   0.5230076656804922
 0.4900  43.5346139210720509  21.5866544375938787   0.5128379915834030   0.5298645990934558
 0.5000  41.3750622544669113  23.2099200179862670   0.5051220817469689   0.5369386564392666
 0.5100  39.2660188052940597  24.8790515867825519   0.4975866338359118   0.5442125939748077
 0.5200  37.2127105495385351  26.5900278913509212   0.4902503234281496   0.5516688874131952
 0.5300  35.2197418793385495  28.3388541135803038   0.4831296016580264   0.5592901276670037
 0.5400  33.2910423666179938  30.1216537104769024   0.4762385085798411   0.5670594210820014
 0.5500  31.4298272897750515  31.9347598174232701   0.4695885321327818   0.5749607877650046
 0.5600  29.6385721434331302  33.7748049569768511   0.4631885170662518   0.5829795525274140
 0.5700  27.9190019247426022  35.6388080277525603   0.4570446266606608   0.5911027239755804
 0.5800  26.2720955191072640  37.5242577800735617   0.4511603583972836   0.5993193582907979
 0.5900  24.6981050157191042  39.4291922052126722   0.4455366129711608   0.6076209052010612
 0.6000  23.1965892991168587  41.3522734547598603   0.4401718143111202   0.6160015344734824
 0.6100  21.7664608175570109  43.2928580529806766   0.4350620766795223   0.6244584418939507
 0.6200  20.4060440485587868  45.2510622506448215   0.4302014135650970   0.6329921340737202
 0.6300  19.1131438902781490  47.2278223789081295   0.4255819820399939   0.6416066914666434
 0.6400  17.8851220197848093  49.2249499781635436   0.4211943555819563   0.6503100086161508
 0.6500  16.7189791809689901  51.2451812797734902   0.4170278180826008   0.6591140097925549
 0.6600  15.6114413939159782  53.2922202893478882   0.4130706718667944   0.6680348367464169
 0.6700  14.5590481970044507  55.3707742365618927   0.4093105529747972   0.6770930031959260
 0.6800  13.5582412239813124  57.4865795009648650   0.4057347476412483   0.6863135078094329
 0.6900  12.6054516457852426  59.6464152832436341   0.4023305047179883   0.6957258937836867
 0.7000  11.6971852393926774  61.8581012659353036   0.3990853396184175   0.7053642386494139
 0.7100  10.8301040421770836  64.1304743149286054   0.3959873260621592   0.7152670527383862
 0.7200  10.0011036751632059  66.4733379612378457   0.3930253723450225   0.7254770590291625
 0.7300   9.2073854359559135  68.8973770556515177   0.3901894789214194   0.7360408212190960
 0.7400   8.4465221505877981  71.4140287394843511   0.3874709736878852   0.7470081814255271
 0.7500   7.7165165185777598  74.0352999037627342   0.3848627204454272   0.7584314646879882
 0.7600   7.0158502969108625  76.7735208351026017   0.3823592946300516   0.7703644053772839
 0.7700   6.3435221824474715  79.6410250054415059   0.3799571186636602   0.7828607517455877
 0.7800   5.6990717270841627  82.6497461545069427   0.3776545474010569   0.7959725100451124
 0.7900   5.0825861607941958  85.8107260299765358   0.3754518925081392   0.8097477993003804
 0.8000   4.4946867207522025  89.1335292942933819   0.3733513736169264   0.8242283015204439
 0.8100   3.9364911297810048  92.6255658113195608   0.3713569842639736   0.8394463082800878
 0.8200   3.4095493530515912  96.2913241468355210   0.3694742623540662   0.8554213803783056
 0.8300   2.9157507541481285 100.1315228588377977   0.3677099584360746   0.8721566492315059
 0.8400   2.4572022458986620 104.1421874216038645   0.3660716003453667   0.8896347941848166
 0.8500   2.0360788544937511 108.3136606729952831   0.3645669592810473   0.9078137301231525
 0.8600   1.6544500792316550 112.6295554901035416   0.3632034294028573   0.9266220433181697
 0.8700   1.3140873564801849 117.0656646267193395   0.3619873399149118   0.9459542405899861
 0.8800   1.0162598636693141 121.5888618579489986   0.3609232254892762   0.9656659605861659
 0.8900   0.7615282519188835 126.1560700080753179   0.3600130892887168   0.9855694765323602
 0.9000   0.5495495140756322 130.7134419285829381   0.3592557057754013   1.0054301270021777
 0.9100   0.3789119388985672 135.1959972342737899   0.3586460310150638   1.0249647328431766
 0.9200   0.2470269336568869 139.5280591756313697   0.3581748161675755   1.0438435010305487
 0.9300   0.1501122505388172 143.6248966877162729   0.3578285475562109   1.0616971805806021
 0.9400   0.0833037584720295 147.3959323509429851   0.3575898460196527   1.0781310425789050
 0.9500   0.0409234925119257 150.7496699410211534   0.3574384246315706   1.0927463540359983
 0.9600   0.0169052672361978 153.6001150697991875   0.3573526093841169   1.1051683585099603
 0.9700   0.0053377343256851 155.8739837154967347   0.3573112794903489   1.1150776902858595
 0.9800   0.0010407218174814 157.5175777350286523   0.3572959265994725   1.1222403372906644
 0.9900   0.0000635017202882 158.5020452062737775   0.3572924350682084   1.1265305652304387
 1.0000   0.0000000000213318 158.8259586248542234   0.3572922081815860   1.1279421531589906
