# weight_tdf   delta%_tdf   delta%_esp    RRMS_tdf    RRMS_esp 
 0.0000  88.1884918981064061   0.0000000000000000   0.6723828182462259   0.4475158374832329
 0.0100  88.1810241561650940   0.0000004569681102   0.6723561365861426   0.4475158395282375
 0.0200  88.1580176699597047   0.0000076107490679   0.6722739362035544   0.4475158715425403
 0.0300  88.1185411243999681   0.0000401088776627   0.6721328895822102   0.4475160169768126
 0.0400  88.0616282308574085   0.0001319667892051   0.6719295442481320   0.4475164280555148
 0.0500  87.9862782629164997   0.0003354201901210   0.6716603246838119   0.4475173385417058
 0.0600  87.8914568706728261   0.0007241154281018   0.6713215352376359   0.4475190780144553
 0.0700  87.7760972030579296   0.0013966613703047   0.6709093641338638   0.4475220877640610
 0.0800  87.6391013681872266   0.0024805654470526   0.6704198886903376   0.4475269384064676
 0.0900  87.4793422623579460   0.0041365747574299   0.6698490818533491   0.4475343493104017
 0.1000  87.2956657978211723   0.0065634407300321   0.6691928201572960   0.4475452099199836
 0.1100  87.0868935592601758   0.0100031224898855   0.6684468932160714   0.4475606030406180
 0.1200  86.8518259176782550   0.0147464397107769   0.6676070148487432   0.4475818301364035
 0.1300  86.5892456289216597   0.0211391799729836   0.6666688359367954   0.4476104386615261
 0.1400  86.2979219415517775   0.0295886588721394   0.6656279591012357   0.4476482514177846
 0.1500  85.9766152359596845   0.0405707224640021   0.6644799552777905   0.4476973978916406
 0.1600  85.6240822127898156   0.0546371717127576   0.6632203822547378   0.4477603474798004
 0.1700  85.2390816440890262   0.0724235766088534   0.6618448052213154   0.4478399444586293
 0.1800  84.8203806949134389   0.0946574339923603   0.6603488193543290   0.4479394444917039
 0.1900  84.3667618167755791   0.1221666076305383   0.6587280744479020   0.4480625524004955
 0.2000  83.8770302065510123   0.1558879714787356   0.6569783015635678   0.4482134608443316
 0.2100  83.3500218156910648   0.1968761580520213   0.6550953416465625   0.4483968894707442
 0.2200  82.7846118848843560   0.2463122929009133   0.6530751760195056   0.4486181240036325
 0.2300  82.1797239679544163   0.3055125743181418   0.6509139586240835   0.4488830546388093
